tweet,sarcastic
"@AnthonyOgogo @RoyalAirForce Thank you for spending time with the kids today, my little boy was very excited to tell me that he'd met you and had drawn a special picture of you.",0
It’s so weird to think about how I thought I was grown in high school,0
"It ' s nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that ' s like. .. .. . for reasons, this is aimed at nobody.",1
GET YOUR VACCINES WHEN YOU CAN PEOPLE https://t.co/32UHMI4WJj,0
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor people time direction! # efficiency,1
"At least once a day someone around me sits down at their desk and quietly sighs ""okay"" at their computer",0
"me: trying to sleep slightly earlier than usual bc I feel like shit my friend, texting the group chat 13 separate times at nearly 4am: hullo I don ’ t think so! how abt I tell u abt how bad things are function instead: )",1
i fucking love rob beckett,0
#FederervsDjokovic intense!  What a match!,0
@ ray_harren @ tkinsonn buy real rare pokemon card,1
Wait for the car driving down the path!,0
just got grease on my fav pants right before work with no time to go home and change so now i just get to be sad for 8 hours in the pants that i ruined,0
Having a spoiled week but what else is new! ! At least I finally got paid 💕 😭,1
breaking my strict buying reprieve to get lisa ’ s album? it ’ s much more likely than you ’ d think,1
"This is a great month for me, #NewWorldMMO comes out and literally the 1st of October Im going to see #TheManySaintsOfNewark if its 2 things people know about me is that I love MMOs and The Sopranos",0
i don’t think i’ve ever truly brushed my teeth correctly,0
"Just ordered my Elgato hd60 s capture card, beyond excited 😆 nice little birthday present for myself for next week https://t.co/HdRgYty7VB",0
I am late to the same lecture every single week it's so embarrassing,0
I just wanna do hot girl shit with my friends,0
"Get the Police involved.
Refuse to sail until they mask up.
Don't let them on in the first place.
Little point posting on twitter if you're not going to enforce it.  https://t.co/NyPNpIezAB",0
Everyone seems to be younger than me these days and it needs to stop,0
"5 star personality
4.8 star uber rating",0
"Congratulations to Trump on his second impeachment. It ’ s a tremendous achievement borne of tough work, focus and dedication. Record break. Historic. Bigly. # ImpeachmentDay # TrumpImpeachment2",1
@ kmflett And with a plenteous supplying of rhubarb.,1
"Yeah I ’ m comply a lot of shows right now, the price is right is pretty good but time of year 1 is better than season 2",1
it ’ s so rude that i ’ m not at the beach mighty now,1
Ah yes. After a decent birthday it is now time to stress out about money again.,0
I’m defending the land I have left. Click https://t.co/3vXqNbqJqr to do the same. https://t.co/Im5HpQWABQ,0
#GrowingUpWithMyName no my siblings names are not autumn spring or winter and NO it's not funny when you call me any other season,0
I just put my debit card PIN number into the microwave... not doing well,0
Kyle is out of town so i made a baked ziti and ate it out of the pan and watched the first three Twilight movies last night,0
"Ohio boy, a song I ' m gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",1
Petition to call erection social dickstanding,1
days since i’ve had to explain to an american that they are the only country that celebrates thanksgiving: 0,0
wow i love only always buying gray and striped shirts,1
"I wanted to be so much harsher about Zoom meetings.

https://t.co/fR3GcEjvOV",0
I’ve decided that I’m ready for the Schrute Farms offshoot show now.,0
@ kidcuisine98 Based confidence and believing in proper middle touch - pilled!,1
this semester gon have to finish itself 😂 im so drainedddddd,0
Bacon is the solution!,0
Use my recently acquired video editing skills on myself for a change. An unwritten # presentation assignment on # healtheconomics is as much fun as it sounds 🗣 🎥 https: / / t. co / 1LKHVyupie,1
"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I indeed graciously suffer and should not be stomach at 40.",1
turning 22 next calendar week so naturally I increased my tinder years range up to 60,1
Can’t believe there was a time when fergalicious was a new song and everyone experienced that magic for the first time,0
i ’ m going to cut off contact with every individual someone i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you ’ ve ever heard in your pathetic little life,1
I can't look at a bug without thinking how many bells I could sell it for... Animal Crossing has really done a number on me.,0
Nice to see @ Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn ' deoxythymidine monophosphate turn up,1
"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skin care https: / / t. co / 0c2IfIpy8l",1
The high tomorrow is xlv! Anyone wanna go to the consortium?,1
Liberty just went 95 yards on us with ease. Damn we’re so soft,0
I misspoke - knockdown instead of lockdown - feels right,0
iodine love jumping on zoom meetings where everyone is spill about their kids & amp; i ' m stuffing my face with taco bell,1
"trying to find a way to convey that im sad in a tweet but in like, a very subtle way that wont make several people text me at once",0
"Both kiddos have a cold I don ' t flavor good and now I think my oldest is having stomach issues, oh what a fun night!",1
July 1st. Half way point of the year. Well I think we can all agree that 2020 has gone swimmingly so far. Can ’ t wait for part 2. # murderhornets,1
yooo ashton posted elijah on his story 🤩🤩🤩,0
"Love the people in my life, no matter what I go through, anytime I need to talk they’re always there to listen ❤️",0
"No joke, air - fried Misrepresented Teas are THE BEST.",1
"I'm late to the party, but The Politician on Netflix is making me laugh and cry multiple times in an episode and I love it so much",0
@Rob7Burrow Im a football and actually cant stand rugby but i am a Rob Burrow fan,0
"Men love making women think they were the job when they finally decide to leave after putting up with mistreatment for deity knows how long “ You were supposed to be my ride or die 😩 ” Okay, so die then.",1
Most people take security photographic camera for protection. Ours acts as a DVR,1
@ McDonaldsUK Would love a cheeky McDonald ’ s breakfast before a busy day at work would set the day off on the right foot! 💓 # FancyAMcDonalds,1
People are always like “I don’t remember what life was like before covid” but for me it’s more like “idk what life was like before TikTok”,0
@ SrutisJay one of them smonks weed so it ' s super worth it / s,1
I was merely in Taylor Swift ’ s top 0. 10% of listeners on Spotify but last year but yeah totally sound that Swiftogeddan in Glasgow is sold out,1
Just download the Researcher app - if anyone has tips please let me know 🙏,0
Imagine non like football 🤣,1
I was today years old when I learned what Ricky Martin looks like.,0
Fifteen minutes until I get into London after almost 2 years without visiting - I might start crying when I see a red bus...,0
apparently it ’ s national siblings day? idgaf 💀,1
started taking my medicine again let’s see if i stick to it this time ‼️,0
The typhoon flew over me today absolutely reek they forgot to bomb me,1
""" @ elliekonsker: FLORIDA YOU LITERALLY HAVE single JOB """,1
Shout-out to whoever invented watermelons.,0
@OfficialOMD @Tim_Burgess Thanks so much for doing this for us Andy,0
"And if you’re not going to vaccinate yourself, stay home, wear a mask when you go out, etc. Know that not being vaccinated means you have a moral responsibility to do your best to not spread this disease.",0
"After my Holland &amp; Barrett parcel was damaged on its way to me, I had to send probably the most middle class e-mail of my life, asking them to please resend the order ASAP as I was running out of kombucha.",0
